epoch,step,loss,lr,time_s
6,28900,0.023280877619981766,0.0002,61.1
6,29000,0.025343483313918114,0.0002,68.74
6,29100,0.024319345131516457,0.0002,76.4
6,29200,0.023001238703727722,0.0002,84.05
6,29300,0.0338909775018692,0.0002,91.71
6,29400,0.013410466723144054,0.0002,99.36
6,29500,0.026206808164715767,0.0002,107.41
6,29600,0.012399698607623577,0.0002,115.2
6,29700,0.025342371314764023,0.0002,122.85
6,29800,0.019520165398716927,0.0002,130.65
6,29900,0.025549300014972687,0.0002,138.54
6,30000,0.04026726633310318,0.0002,146.41
6,30100,0.015762079507112503,0.0002,154.29
6,30200,0.026375317946076393,0.0002,162.17
6,30300,0.05183620750904083,0.0002,169.85
6,30400,0.05063830316066742,0.0002,177.5
6,30500,0.006288179662078619,0.0002,185.16
6,30600,0.009669034741818905,0.0002,192.81
6,30700,0.014711292460560799,0.0002,200.47
6,30800,0.010838157497346401,0.0002,208.18
6,30900,0.011283650994300842,0.0002,216.03
6,31000,0.03707992285490036,0.0002,224.12
6,31100,0.015353333204984665,0.0002,232.11
6,31200,0.025686044245958328,0.0002,240.11
6,31300,0.02610066346824169,0.0002,247.94
6,31400,0.0709417462348938,0.0002,255.8
6,31500,0.03627040237188339,0.0002,263.64
6,31600,0.007580590434372425,0.0002,271.47
6,31700,0.004445651546120644,0.0002,279.12
6,31800,0.014995950274169445,0.0002,286.77
6,31900,0.024932753294706345,0.0002,294.41
6,32000,0.026622746139764786,0.0002,302.06
6,32100,0.025655275210738182,0.0002,309.71
6,32200,0.018850713968276978,0.0002,317.36
6,32300,0.021008489653468132,0.0002,325.0
6,32400,0.08354233205318451,0.0002,332.64
6,32500,0.020994629710912704,0.0002,340.43
6,32600,0.005604350473731756,0.0002,348.39
6,32700,0.0217156819999218,0.0002,356.26
6,32800,0.037246234714984894,0.0002,364.26
6,32900,0.025887083262205124,0.0002,372.13
6,33000,0.006174133159220219,0.0002,379.99
6,33100,0.05181547626852989,0.0002,387.86
6,33200,0.03544240817427635,0.0002,395.73
6,33300,0.09399063140153885,0.0002,403.6
6,33400,0.012295486405491829,0.0002,411.47
6,33500,0.07612216472625732,0.0002,419.39
6,33600,0.03267402946949005,0.0002,427.27
6,33700,0.007766712922602892,0.0002,435.13
7,33800,0.019034963101148605,0.0002,4.43
7,33900,0.01593773066997528,0.0002,12.35
7,34000,0.017110619693994522,0.0002,20.26
7,34100,0.03263496235013008,0.0002,28.43
7,34200,0.025194421410560608,0.0002,36.48
7,34300,0.011169345118105412,0.0002,44.52
7,34400,0.01702897623181343,0.0002,52.4
7,34500,0.004269394092261791,0.0002,60.29
7,34600,0.008555819280445576,0.0002,68.18
7,34700,0.04513762891292572,0.0002,76.06
7,34800,0.028463581576943398,0.0002,83.95
7,34900,0.02701300010085106,0.0002,91.81
7,35000,0.02191024459898472,0.0002,99.69
7,35100,0.024140261113643646,0.0002,107.55
7,35200,0.0069041624665260315,0.0002,115.43
7,35300,0.006577607709914446,0.0002,123.32
7,35400,0.0359373539686203,0.0002,131.2
7,35500,0.015072779729962349,0.0002,139.1
7,35600,0.025219332426786423,0.0002,147.13
7,35700,0.025479305535554886,0.0002,155.28
7,35800,0.011831601150333881,0.0002,163.3
7,35900,0.010525830090045929,0.0002,171.18
7,36000,0.013174707069993019,0.0002,179.08
7,36100,0.021001437678933144,0.0002,186.97
7,36200,0.006694660522043705,0.0002,194.86
7,36300,0.03232307359576225,0.0002,202.75
7,36400,0.04304920881986618,0.0002,210.62
7,36500,0.04349032789468765,0.0002,218.5
7,36600,0.06333232671022415,0.0002,226.37
7,36700,0.01427188515663147,0.0002,234.25
7,36800,0.020630795508623123,0.0002,242.12
7,36900,0.012695647776126862,0.0002,250.01
7,37000,0.04591194540262222,0.0002,257.9
7,37100,0.028186295181512833,0.0002,265.79
7,37200,0.00782442931085825,0.0002,273.9
7,37300,0.026608889922499657,0.0002,281.9
7,37400,0.021827982738614082,0.0002,289.92
7,37500,0.02395571395754814,0.0002,297.8
7,37600,0.017791952937841415,0.0002,305.7
7,37700,0.022487672045826912,0.0002,313.59
7,37800,0.038202427327632904,0.0002,321.47
7,37900,0.02244432084262371,0.0002,329.25
7,38000,0.029326345771551132,0.0002,336.9
7,38100,0.014435562305152416,0.0002,344.56
7,38200,0.002235586754977703,0.0002,352.22
7,38300,0.022739559412002563,0.0002,359.89
7,38400,0.032728616148233414,0.0002,367.55
7,38500,0.014565728604793549,0.0002,375.19
7,38600,0.05123412236571312,0.0002,382.84
7,38700,0.016870882362127304,0.0002,390.61
7,38800,0.030607547610998154,0.0002,398.53
7,38900,0.008852498605847359,0.0002,406.2
7,39000,0.015030073933303356,0.0002,413.99
7,39100,0.00877378974109888,0.0002,421.63
7,39200,0.011668174527585506,0.0002,429.43
7,39300,0.024329081177711487,0.0002,437.07
8,39400,0.039921969175338745,0.0002,2.53
8,39500,0.06559846550226212,0.0002,10.41
8,39600,0.022777291014790535,0.0002,18.3
8,39700,0.010807733051478863,0.0002,26.18
8,39800,0.026947274804115295,0.0002,34.07
8,39900,0.021623045206069946,0.0002,41.97
8,40000,0.025769390165805817,0.0002,49.85
8,40100,0.0335669107735157,0.0002,57.73
8,40200,0.04038311541080475,0.0002,65.6
8,40300,0.0066268970258533955,0.0002,73.85
8,40400,0.010153310373425484,0.0002,81.85
8,40500,0.023993993178009987,0.0002,89.72
8,40600,0.013577602803707123,0.0002,97.59
8,40700,0.005662353243678808,0.0002,105.47
8,40800,0.03216683864593506,0.0002,113.37
8,40900,0.01289137452840805,0.0002,121.25
8,41000,0.018878770992159843,0.0002,129.15
8,41100,0.03187008947134018,0.0002,136.98
8,41200,0.014677179045975208,0.0002,144.85
8,41300,0.0039150286465883255,0.0002,152.71
8,41400,0.042679715901613235,0.0002,160.59
8,41500,0.029539087787270546,0.0002,168.49
8,41600,0.023095563054084778,0.0002,176.38
8,41700,0.023151123896241188,0.0002,184.27
8,41800,0.0280959140509367,0.0002,192.42
8,41900,0.01988552138209343,0.0002,200.42
8,42000,0.0209733285009861,0.0002,208.44
8,42100,0.031591109931468964,0.0002,216.33
8,42200,0.02308463305234909,0.0002,224.22
8,42300,0.015308770351111889,0.0002,232.1
8,42400,0.02231559529900551,0.0002,239.97
8,42500,0.028575070202350616,0.0002,247.86
8,42600,0.028941502794623375,0.0002,255.74
8,42700,0.060028064996004105,0.0002,263.64
8,42800,0.020946241915225983,0.0002,271.53
8,42900,0.030401308089494705,0.0002,279.42
8,43000,0.037530913949012756,0.0002,287.29
8,43100,0.0172705240547657,0.0002,295.17
8,43200,0.034381184726953506,0.0002,303.06
8,43300,0.048095811158418655,0.0002,310.95
8,43400,0.018654048442840576,0.0002,318.99
8,43500,0.07912220805883408,0.0002,326.65
8,43600,0.01000968087464571,0.0002,334.42
8,43700,0.010043306276202202,0.0002,342.05
8,43800,0.020640037953853607,0.0002,349.69
8,43900,0.04222096502780914,0.0002,357.33
8,44000,0.007300483528524637,0.0002,364.97
8,44100,0.0146202826872468,0.0002,372.6
8,44200,0.026907170191407204,0.0002,380.23
8,44300,0.024757463485002518,0.0002,387.86
8,44400,0.01456878986209631,0.0002,395.69
8,44500,0.028606221079826355,0.0002,403.35
8,44600,0.009206093847751617,0.0002,410.98
8,44700,0.07205542922019958,0.0002,418.61
8,44800,0.03137413412332535,0.0002,426.26
8,44900,0.021649552509188652,0.0002,434.17
9,45000,0.02743946760892868,0.0002,0.71
9,45100,0.015019482001662254,0.0002,8.58
9,45200,0.028905801475048065,0.0002,16.58
9,45300,0.03350607305765152,0.0002,24.47
9,45400,0.017080597579479218,0.0002,32.35
9,45500,0.015105174854397774,0.0002,40.23
9,45600,0.029287563636898994,0.0002,48.12
9,45700,0.013735816814005375,0.0002,55.99
9,45800,0.017577465623617172,0.0002,63.87
9,45900,0.011419438757002354,0.0002,71.75
9,46000,0.016870995983481407,0.0002,79.63
9,46100,0.02274862304329872,0.0002,87.49
9,46200,0.024363361299037933,0.0002,95.37
9,46300,0.013384522870182991,0.0002,103.23
9,46400,0.006441489793360233,0.0002,111.13
9,46500,0.04725569486618042,0.0002,119.05
9,46600,0.021600419655442238,0.0002,126.7
9,46700,0.012181764468550682,0.0002,134.67
9,46800,0.01679406128823757,0.0002,142.38
9,46900,0.024701151996850967,0.0002,150.02
9,47000,0.028056714683771133,0.0002,157.77
9,47100,0.03733793646097183,0.0002,165.65
9,47200,0.015097498893737793,0.0002,173.52
9,47300,0.0056183068081736565,0.0002,181.42
9,47400,0.018437078222632408,0.0002,189.32
9,47500,0.02983115240931511,0.0002,197.22
9,47600,0.05667298659682274,0.0002,205.04
9,47700,0.01648581773042679,0.0002,212.68
9,47800,0.026707205921411514,0.0002,220.32
9,47900,0.026149801909923553,0.0002,227.96
9,48000,0.011291557922959328,0.0002,235.87
9,48100,0.010696913115680218,0.0002,243.63
9,48200,0.08188100904226303,0.0002,251.27
9,48300,0.00858680997043848,0.0002,259.04
9,48400,0.025105053558945656,0.0002,266.68
9,48500,0.020402226597070694,0.0002,274.32
9,48600,0.01571803167462349,0.0002,281.95
9,48700,0.02134401910007,0.0002,289.58
9,48800,0.05250000208616257,0.0002,297.22
9,48900,0.03161558881402016,0.0002,304.87
9,49000,0.015272659249603748,0.0002,312.74
9,49100,0.062453728169202805,0.0002,320.61
9,49200,0.010005837306380272,0.0002,328.49
9,49300,0.04368072748184204,0.0002,336.36
9,49400,0.023067235946655273,0.0002,344.23
9,49500,0.03647628054022789,0.0002,352.22
9,49600,0.009097365662455559,0.0002,360.36
9,49700,0.01132987067103386,0.0002,368.23
9,49800,0.02598660998046398,0.0002,376.1
9,49900,0.014255340211093426,0.0002,384.11
9,50000,0.02023976668715477,0.0002,391.96
9,50100,0.05945099517703056,0.0002,399.62
9,50200,0.022190537303686142,0.0002,407.25
9,50300,0.010982262901961803,0.0002,414.89
9,50400,0.0451350137591362,0.0002,422.69
9,50500,0.009072684682905674,0.0002,430.31
9,50600,0.019381802529096603,0.0002,437.94
10,50700,0.022590355947613716,0.0002,6.49
10,50800,0.009145309217274189,0.0002,14.14
10,50900,0.0035917391069233418,0.0002,21.79
10,51000,0.005757548846304417,0.0002,29.44
10,51100,0.023392315953969955,0.0002,37.48
10,51200,0.03251489996910095,0.0002,45.13
10,51300,0.011450815945863724,0.0002,52.78
10,51400,0.018933206796646118,0.0002,60.78
10,51500,0.026664776727557182,0.0002,68.68
10,51600,0.026210997253656387,0.0002,76.56
10,51700,0.007170714437961578,0.0002,84.44
10,51800,0.013731837272644043,0.0002,92.32
10,51900,0.04736459627747536,0.0002,100.18
10,52000,0.016600973904132843,0.0002,108.04
10,52100,0.007800986524671316,0.0002,115.89
10,52200,0.02103446237742901,0.0002,123.77
10,52300,0.026743533089756966,0.0002,131.67
10,52400,0.03778349608182907,0.0002,139.44
10,52500,0.044788908213377,0.0002,147.09
10,52600,0.018829740583896637,0.0002,155.0
10,52700,0.014009291306138039,0.0002,162.85
10,52800,0.018902981653809547,0.0002,170.74
10,52900,0.04948527365922928,0.0002,178.62
10,53000,0.005183749832212925,0.0002,186.65
10,53100,0.013193738646805286,0.0002,194.53
10,53200,0.02567628212273121,0.0002,202.41
10,53300,0.03329085186123848,0.0002,210.3
10,53400,0.033650629222393036,0.0002,218.18
10,53500,0.017680887132883072,0.0002,226.07
10,53600,0.012439846992492676,0.0002,233.93
10,53700,0.02114325948059559,0.0002,241.8
10,53800,0.03607867658138275,0.0002,249.68
10,53900,0.014670755714178085,0.0002,257.56
10,54000,0.01203022338449955,0.0002,265.44
10,54100,0.034175992012023926,0.0002,273.3
10,54200,0.014504448510706425,0.0002,281.53
10,54300,0.031347811222076416,0.0002,289.38
10,54400,0.029826492071151733,0.0002,297.23
10,54500,0.0055350870825350285,0.0002,305.09
10,54600,0.03459194302558899,0.0002,313.08
10,54700,0.021531380712985992,0.0002,320.95
10,54800,0.023739386349916458,0.0002,328.8
10,54900,0.01871814765036106,0.0002,336.65
10,55000,0.026082843542099,0.0002,344.49
10,55100,0.03524942323565483,0.0002,352.26
10,55200,0.010258876718580723,0.0002,359.89
10,55300,0.022300802171230316,0.0002,367.54
10,55400,0.01580945774912834,0.0002,375.16
10,55500,0.03975021094083786,0.0002,382.95
10,55600,0.028615038841962814,0.0002,390.79
10,55700,0.0022348465863615274,0.0002,398.72
10,55800,0.03443358093500137,0.0002,406.48
10,55900,0.01190180890262127,0.0002,414.11
10,56000,0.0666111409664154,0.0002,421.73
10,56100,0.01885906606912613,0.0002,429.36
10,56200,0.00629938580095768,0.0002,437.13
11,56300,0.022972602397203445,0.0002,4.79
11,56400,0.026157300919294357,0.0002,12.69
11,56500,0.028207922354340553,0.0002,20.57
11,56600,0.033549919724464417,0.0002,28.21
11,56700,0.02735973335802555,0.0002,35.86
11,56800,0.007781745865941048,0.0002,43.68
11,56900,0.014549454674124718,0.0002,51.56
11,57000,0.03327195346355438,0.0002,59.45
11,57100,0.012243105098605156,0.0002,67.34
11,57200,0.019309714436531067,0.0002,75.23
11,57300,0.010818658396601677,0.0002,83.5
11,57400,0.010499689728021622,0.0002,91.39
11,57500,0.039232246577739716,0.0002,99.26
11,57600,0.015963437035679817,0.0002,107.28
11,57700,0.04362071678042412,0.0002,115.15
11,57800,0.01590980589389801,0.0002,123.04
11,57900,0.055970530956983566,0.0002,130.91
11,58000,0.004096455406397581,0.0002,138.78
11,58100,0.038161471486091614,0.0002,146.65
11,58200,0.028009526431560516,0.0002,154.52
11,58300,0.013790114782750607,0.0002,162.4
11,58400,0.01691782847046852,0.0002,170.27
11,58500,0.03829261288046837,0.0002,178.14
11,58600,0.0745706781744957,0.0002,186.03
11,58700,0.0014770992565900087,0.0002,193.9
11,58800,0.03533916920423508,0.0002,202.05
11,58900,0.03064887411892414,0.0002,210.05
11,59000,0.004406358115375042,0.0002,217.94
11,59100,0.02449248731136322,0.0002,225.82
11,59200,0.02822328545153141,0.0002,233.83
11,59300,0.05708219110965729,0.0002,241.7
11,59400,0.025752026587724686,0.0002,249.57
11,59500,0.021314848214387894,0.0002,257.46
11,59600,0.01927374303340912,0.0002,265.35
11,59700,0.016200531274080276,0.0002,273.25
11,59800,0.009766417555510998,0.0002,281.15
11,59900,0.01678582653403282,0.0002,289.05
11,60000,0.014155080541968346,0.0002,296.93
11,60100,0.028072906658053398,0.0002,304.72
11,60200,0.030092846602201462,0.0002,312.36
11,60300,0.004741617478430271,0.0002,320.01
11,60400,0.018322797492146492,0.0002,328.03
11,60500,0.013385199010372162,0.0002,335.67
11,60600,0.11043419688940048,0.0002,343.32
11,60700,0.023991011083126068,0.0002,351.18
