epoch,split,time_s,lr,loss,loss_std,psnr,ssim,noise_mse,noise_mae,loss_per_class,grad_norm,ema_enabled,total_count,loss_c0,loss_c1,loss_c2,loss_c3,loss_c4,loss_c5,loss_c6,loss_c7,loss_c8
6,train,1760779136.676445,0.0003,0.05281819579102746,0.007706520677621497,19.322121567271683,0.5313956604404096,0.05281819558436128,0.13542313692537514,,0.12032866197642188,1.0,89984,0.032303621821781335,0.02195171117205812,0.06278955083973695,0.0785551965577579,0.05859511429460826,0.058421026747975245,0.06625911404322216,0.06357418366036804,0.0631417749427924
6,val,1760779147.275121,0.0003,0.053580779443736654,0.008750477471388542,19.111436154450573,0.4763257274480878,0.05358077941096721,0.13586813574883996,,0.0,1.0,10004,0.02815398926006614,0.016986093134068608,0.06137615342676225,0.07248803609692102,0.05636246023553142,0.054803291971257384,0.06025081516127766,0.06369295084590547,0.06319320537039344
7,train,1760779364.8250766,0.0003,0.05240438484810664,0.007808261959951681,19.38941453903871,0.534602338355432,0.05240438466793612,0.1348182541738194,,0.12131967015596236,1.0,89984,0.03156969331244216,0.021233737396757973,0.06224401954186389,0.07800380865739993,0.058101811012236215,0.05769592021740405,0.06559336985487636,0.06303062731448882,0.06270236580285078
7,val,1760779375.4719734,0.0003,0.05233457216062769,0.007607907805202749,19.469257810029063,0.4754029937931558,0.05233457230362164,0.1345549953586814,,0.0,1.0,10004,0.025863200454730235,0.0162673197623233,0.0573587834304716,0.07658840907950303,0.056025968847817256,0.04940044721987434,0.0654118751964724,0.05898560576461719,0.062196861319575594
8,train,1760779593.943894,0.0003,0.05209297944883025,0.007691625209908884,19.396892742954652,0.5347801881867487,0.052092979273958874,0.13416067795936618,,0.11549790178135483,1.0,89984,0.031032740166403717,0.020786429682932404,0.06185596689036683,0.07760738091676485,0.057650610726645804,0.056971662675368344,0.06494913623616902,0.06266725351371971,0.06226992864220969
8,val,1760779604.585584,0.0003,0.053385138444629304,0.00713484515417347,18.992071695491724,0.4800518427858921,0.05338513753155335,0.1358311012989042,,0.0,1.0,10004,0.025662114394615753,0.019721683948287563,0.057887916912376464,0.07899465904310088,0.05299955840651574,0.05319070352717376,0.06276109716095701,0.06576457832133371,0.05973802227787049
9,train,1760779822.422804,0.0003,0.05194139452505417,0.007648266154392569,19.513685145045752,0.5374130696948528,0.05194139431308886,0.13380122612923342,,0.11868470235811189,1.0,89984,0.030520194272742444,0.020389340251460546,0.06136680993835554,0.07736510549597259,0.05728457743919853,0.05651434691967587,0.06440523513629592,0.062406562132945,0.061939467910023374
9,val,1760779833.066204,0.0003,0.05341596448453652,0.007887250023830035,18.9945596781124,0.47238021689813076,0.05341596452475357,0.13573570175320565,,0.0,1.0,10004,0.02657585662291327,0.016989992697112606,0.059304867793495454,0.07621314412685415,0.05559878611487201,0.0562354169312749,0.06052055861482327,0.05992472049864856,0.0635504762813782
10,train,1760780050.9357235,0.0003,0.0514277706630157,0.0078066733652815915,19.55470246576822,0.5376617300137347,0.05142777055703305,0.13309340811682968,,0.11689161667719504,1.0,89984,0.03002609733912325,0.020060169585835327,0.06096670983077487,0.07680565033269772,0.057112129398381034,0.055990494946661085,0.06411283224961507,0.062104265726466656,0.06174372502532017
10,val,1760780061.5740716,0.0003,0.05250818654150069,0.007266351080999987,19.067956855038748,0.47974275828885443,0.05250818649383604,0.13492953634319282,,0.0,1.0,10004,0.026420152067107495,0.016865056631919225,0.05472757103982278,0.07967616161363761,0.055732318518285674,0.053603040398355783,0.062295399308884294,0.05986976177035051,0.059659987936503976
11,train,1760780422.0515113,0.0003,0.05208052873378288,0.007898317330088188,19.514284133911133,0.5409835253975979,0.052080528638398495,0.13388324285172468,,0.11025889923698023,1.0,89984,0.029733905098546294,0.019761956445437164,0.06078838852545455,0.0765365218763938,0.056929163075655626,0.05565345460833097,0.06374683129733223,0.061842258093001666,0.06169329647916613
11,val,1760780432.6939695,0.0003,0.05135812325293614,0.007607128341914688,19.67955887713274,0.4827899109692823,0.05135812291928359,0.13288277527633927,,0.0,1.0,10004,0.024861869544477902,0.014673543982947899,0.05782515487064504,0.07567837986463494,0.06437104090085526,0.05009671881728898,0.05889391365589546,0.055556009282050525,0.05828879942581599
12,train,1760780651.5635445,0.0003,0.05096714157786003,0.007602896245621559,19.63366306625084,0.5402709404655744,0.0509671415089713,0.1324858607705762,,0.10915112623131462,1.0,89984,0.029429533539005785,0.019499495687458922,0.060549481513301355,0.07622310546798704,0.056692446355752615,0.05523993337946768,0.06343480097885684,0.06147682630715649,0.06149133643523071
12,val,1760780662.1965957,0.0003,0.05217188140932249,0.007554739287664427,19.758147621383575,0.4872356180618497,0.05217188174297504,0.1336689996736043,,0.0,1.0,10004,0.027996776076203694,0.015531882795689376,0.06087829953887396,0.0749130058505131,0.05614699800865035,0.054630027728999914,0.06410377182304315,0.058318717196655045,0.05484111062003893
13,train,1760780879.657085,0.0003,0.0516241552496321,0.007808517110657795,19.68252600646799,0.5413128450025366,0.05162415497937633,0.1329917295982963,,0.10621410546291774,1.0,89984,0.02920892786303742,0.019330590031698236,0.06035579317237117,0.07599539641929925,0.05659170670777999,0.055060030815505034,0.06314572111986445,0.061352541777197116,0.0612282414169719
13,val,1760780890.2713027,0.0003,0.05096512078130688,0.008338885792904269,19.581371533875462,0.4835016785836706,0.050965120916853235,0.13213783766521733,,0.0,1.0,10004,0.027021497817250197,0.014026686774748276,0.053102667404649154,0.07345217204037216,0.05630386511931259,0.05250965708115605,0.055108069133187644,0.06029761427451977,0.061637705920378594
14,train,1760781109.3741925,0.0003,0.051520446583013954,0.0075374405352926725,19.736885892887035,0.544769629136597,0.05152044651942436,0.1329906768195999,,0.11056150438775379,1.0,89984,0.02898394930240567,0.019156086895945064,0.060178324669044075,0.07593957784069505,0.05646999258488518,0.05488655572488879,0.0628213510536015,0.06122333618119176,0.06099913188680534
14,val,1760781119.9985757,0.0003,0.050089874727482414,0.007577656924894086,19.867457975153446,0.48041416844669604,0.05008987497325327,0.13060484631735533,,0.0,1.0,10004,0.025853439113420435,0.016660668939182863,0.05318896777720915,0.07519796207083138,0.05037933737458138,0.0532210126568727,0.05876626219587696,0.05502719636026182,0.057564612093001774
15,train,1760781338.9241693,0.0003,0.051601132120974204,0.007397067079517225,19.74383967631572,0.5453447920414666,0.0516011318772141,0.13295645196822764,,0.10329032885400873,1.0,89984,0.02880261895359971,0.0190562036061441,0.060153698781013745,0.07567932927271528,0.05631346975727908,0.05457710310644929,0.0627840122477349,0.061115984706368344,0.06088713660598261
15,val,1760781349.552096,0.0003,0.05158690975659468,0.008478544016184118,19.553476890341276,0.4857478550628203,0.05158690975659468,0.13331130775557856,,0.0,1.0,10004,0.02616341634117618,0.014607702662979756,0.05857083409662461,0.07143890214471668,0.05784743581427618,0.05326379480685054,0.06079351847636659,0.062063974712453965,0.05695939093422374
16,train,1760781567.0535367,0.0003,0.05136258725294178,0.007730087009431945,19.863359700904294,0.5465220085333286,0.05136258707542084,0.13269432510115514,,0.09784686632963112,1.0,89984,0.028670016466956157,0.01891029142055232,0.06003656240724688,0.07554013413663545,0.056206587043538,0.05436775878195494,0.06265302536727917,0.0609839258543765,0.060726261550902605
16,val,1760781577.6764367,0.0003,0.05089087235997887,0.007440723316957597,20.027886333869773,0.48397781544092033,0.05089087250297282,0.1312929258697846,,0.0,1.0,10004,0.028879735107094365,0.015150259140537048,0.05824402331685026,0.07306242373266023,0.0510889622850443,0.05360544352975167,0.05336807299503035,0.06180633027017402,0.057287027158607944
17,train,1760781795.4841614,0.0003,0.051082563375892544,0.007191834117951867,19.795332635958196,0.5458072746546137,0.0510825631745255,0.13209140524374133,,0.09829089257754862,1.0,89984,0.02855517413772093,0.018796425390251028,0.05993917023680569,0.07538600527521765,0.05595300585316952,0.0542500814564142,0.062467648025308374,0.060857067221128325,0.06056288299198072
17,val,1760781806.1258597,0.0003,0.05112200337754445,0.007226464439444402,19.59922557084954,0.4801333921401799,0.0511220031392212,0.13175279604809517,,0.0,1.0,10004,0.024727502274152525,0.015513427271846904,0.057890259927969756,0.07368050456356424,0.05763259451794491,0.05227145269799268,0.058592494224604885,0.057241842008093326,0.05876351748306991
18,train,1760782023.5764706,0.0003,0.051122597634665146,0.007722773719149403,19.820378250621292,0.547287226655914,0.05112259736970851,0.1322788547719186,,0.10365984219781778,1.0,89984,0.02843077615772202,0.018689529667712243,0.05971792014410625,0.07528496022549214,0.05586949393834994,0.0541208796559939,0.06231165668409613,0.06067405584686465,0.060513459032673245
18,val,1760782034.2156124,0.0003,0.05091461297817251,0.007165087279531418,19.479441458585022,0.4864523051882305,0.05091461269218461,0.131661266255312,,0.0,1.0,10004,0.02431156589693455,0.015224913973978023,0.06090641202819016,0.07356403383932311,0.054888482302887724,0.051143404316470756,0.05519448798425929,0.060057612693908684,0.05829595864520216
19,train,1760782251.8771152,0.0003,0.05111072813379307,0.007255529667608365,19.8651241367606,0.5475736892918605,0.05111072806490434,0.131966846638689,,0.09595640887841476,1.0,89984,0.028321394013338393,0.018589408274355106,0.059580631778720375,0.07513984670448241,0.05574090973600612,0.05397413427777301,0.06215386645713376,0.06056163613204666,0.06049890738641752
19,val,1760782262.4878669,0.0003,0.05106178009476675,0.00831428758166252,20.044196362592658,0.48820974692398433,0.0510617798564435,0.13170039853373797,,0.0,1.0,10004,0.02741140021614222,0.018187585450680673,0.05439412432800357,0.07497258025469665,0.05710202363853375,0.05298215859986435,0.059790242376271105,0.058797542601110836,0.05397629278696366
20,train,1760782480.1881428,0.0003,0.051464605726736196,0.007545659181143598,20.009651053850547,0.5511103061744532,0.05146460562340311,0.13256137070920354,,0.0954887844134615,1.0,89984,0.02817905230708247,0.018473307560346264,0.05957601261563792,0.07507527062946302,0.05563257313198813,0.05383604942605175,0.06200611980040713,0.06054289955671759,0.06045638694461688
20,val,1760782490.8457315,0.0003,0.052353943553997105,0.007823297334818059,20.303350357854907,0.49641476021629005,0.05235394322779216,0.1335260913413508,,0.0,1.0,10004,0.024875450167200178,0.01770269766083391,0.05465499633121201,0.0771588535921384,0.051735923586810915,0.056834474877293394,0.06167212589096996,0.06367961912545149,0.05820744129303614
21,train,1760782851.5471442,0.0003,0.05084893084627975,0.007553159970567278,19.986106899690153,0.5488609047990775,0.05084893048858829,0.13167082992081622,,0.09360883293137422,1.0,89984,0.028106793159866934,0.01838619916682242,0.059418762442159614,0.07499964075424917,0.055650210135176556,0.05367344603617981,0.061889605145792996,0.06038543266527811,0.06035131613707424
21,val,1760782862.1562603,0.0003,0.05081714445897123,0.006909828674874099,19.796367886256142,0.4852643936860566,0.05081714402998938,0.1314590337966643,,0.0,1.0,10004,0.02568021285688499,0.015401948463654563,0.05663185538206663,0.07508574127119717,0.05669309663209604,0.051262402221934664,0.05915027079698094,0.05910942321331307,0.055734952535335884
22,train,1760783079.7469673,0.0003,0.051069530959149685,0.007461452786080417,19.93728975754544,0.549759382034942,0.051069530625304324,0.13186060684927836,,0.09800393222586105,1.0,89984,0.02802650408953068,0.018290756024814885,0.05931902219139057,0.07488879343204745,0.05560369682820443,0.05364303638487865,0.06184759226267688,0.060310012323409976,0.06018663279329384
22,val,1760783090.3730285,0.0003,0.05074994526550275,0.007386016815418985,20.231697809310113,0.48466249917898596,0.050749945320615004,0.13126217335259996,,0.0,1.0,10004,0.027992528447242565,0.015287324916589,0.051903369687756315,0.07374451814741412,0.054759658698327426,0.052069201889383215,0.06256076645959878,0.05567913750569786,0.05940914755510218
23,train,1760783308.1061885,0.0003,0.0509610559690643,0.007228922215837558,19.92751930041469,0.5505068135125878,0.050961055847184245,0.13173608124722458,,0.09038866603293934,1.0,89984,0.027937159763510827,0.01814529387460224,0.059248281435057455,0.07486015001355681,0.055474524695175755,0.053551380447174515,0.061771356790988184,0.060317813931215665,0.0600651578524126
23,val,1760783318.7251189,0.0003,0.049972419888049256,0.007765795895359804,20.024731682186744,0.4775469371887361,0.04997241969366686,0.1301608431171246,,0.0,1.0,10004,0.022292467583897708,0.016947015640638635,0.05877784009660697,0.07177040269630591,0.04997964888141397,0.04970569988407272,0.05450495246674615,0.05699490431036675,0.06213830379046
24,train,1760783537.5354831,0.0003,0.05127752091931669,0.007552957592918533,19.992930622562067,0.5522141931406295,0.05127752069675312,0.1320557000902435,,0.09366553053153867,1.0,89984,0.027829589737217997,0.018078123098406906,0.059214627819255856,0.07483465098712598,0.05545120881083755,0.05349643018893542,0.06161448070509548,0.06026349967742115,0.060001551540106404
24,val,1760783548.190785,0.0003,0.05299470133361508,0.009028966582009511,20.063577802216514,0.49854753102983584,0.0529947007705764,0.13422996467683182,,0.0,1.0,10004,0.02554354521801103,0.015334287751730366,0.057442605805893734,0.07784638543545581,0.05800948369452793,0.053755486859325075,0.062228759667892417,0.06077627504698968,0.0619387655264006
25,train,1760783765.8368223,0.0003,0.05088587975391792,0.007565784503378079,20.009279337919622,0.5517461373660167,0.05088587971682399,0.13149206226911517,,0.09393679718632898,1.0,89984,0.02776214396231788,0.01802036949667304,0.059138768758116904,0.0747091418751735,0.05541254426724355,0.053421202890987375,0.06154335070189388,0.06023556482302342,0.05989912212455628
25,val,1760783776.405124,0.0003,0.05084131864748183,0.0068195321032696226,19.902434428755353,0.48616493972050384,0.05084131907646368,0.13127941168734475,,0.0,1.0,10004,0.023097086944738107,0.017953686206447366,0.054525335028301924,0.07188100213101166,0.053138176707571816,0.05497633095450997,0.06570265263726802,0.05683120991054334,0.05652726673574432
26,train,1760783994.0855196,0.0003,0.05118372937820714,0.0074051227516892925,20.010635571323792,0.5525333181044795,0.05118372912384877,0.13190904277698753,,0.08914143779443559,1.0,89984,0.02768425039932988,0.01796984253136694,0.059032637618062545,0.07468092631902369,0.055458417153210794,0.053321094713014966,0.06151495307593231,0.06015927690717575,0.05984455556576554
26,val,1760784004.7313504,0.0003,0.05056448248935575,0.005842682936284988,20.208511031469982,0.4928529212494842,0.050564482265927704,0.13166226366790282,,0.0,1.0,10004,0.02610079036787596,0.017096352166088267,0.05457437108594199,0.07497748595929889,0.05473282281518653,0.046700326365417356,0.06373450668059298,0.05366098199164468,0.06085637183313638
27,train,1760784222.4021232,0.0003,0.05074578518071775,0.0075476894634601815,20.03583800097448,0.5518017068696056,0.050745784982000275,0.13145611942831856,,0.0922300787735333,1.0,89984,0.027626744015974706,0.017896517344183068,0.05896350852091706,0.07460768462911524,0.05537318834221066,0.05323078787223942,0.06145786979465609,0.060089749515896344,0.059799569781820924
27,val,1760784233.0388772,0.0003,0.049835540899416296,0.006557595412335254,20.340979066289744,0.4846396357333455,0.0498355410096408,0.13060508147686398,,0.0,1.0,10004,0.025417767386386077,0.01795595558183999,0.05367613323808958,0.07403534377528723,0.05076508779874009,0.04738828257012403,0.061031638165700126,0.054732494204166975,0.059798031699370244
28,train,1760784452.209959,0.0003,0.051238869026748415,0.007635855484247417,20.109307933498073,0.5543527468339478,0.051238868804184844,0.13186789769281873,,0.08815304273646722,1.0,89984,0.02754863699627538,0.017818978230932404,0.05898051750993106,0.07459385187096158,0.05524090814166131,0.053211799198443516,0.06140625142134236,0.06005597927192368,0.05974498629418077
28,val,1760784462.82205,0.0003,0.05143402785253449,0.0077002004370969055,20.247829966524133,0.49074267218561946,0.051434027265663484,0.13247943246831706,,0.0,1.0,10004,0.027152517894560274,0.014957480594276141,0.05771552934634706,0.07511165080701604,0.05385627579990398,0.05460689480979122,0.05842238793759145,0.05713743510428798,0.05889521970013001
29,train,1760784680.4499133,0.0003,0.05092496127102148,0.007268597656262928,20.017733019073184,0.5534884567196304,0.05092496119153449,0.13157351679601845,,0.08719406303474705,1.0,89984,0.02752361431646077,0.017755163152395708,0.05889323378956541,0.07455569606737517,0.05524285368726188,0.05315234062280523,0.061293459746936355,0.05999161391749474,0.059706342607404914
29,val,1760784691.058465,0.0003,0.05001608551781876,0.006908800968452584,19.779648911614554,0.48939588337076134,0.050016085081389314,0.13074804320842062,,0.0,1.0,10004,0.025089265555000212,0.01490456477519523,0.051986531357720696,0.07584281490026461,0.051603763027305016,0.049505791116500365,0.05508434874437826,0.06226644829699868,0.05907157255819457
30,train,1760784908.621778,0.0003,0.05096452814628864,0.007615086055532667,20.114090025509743,0.5546223323680938,0.05096452804295556,0.13168111247451683,,0.08559121291390269,1.0,89984,0.027479627621039,0.01772171793729859,0.05884353962353896,0.07449951026547148,0.055205535343971594,0.05306535824424269,0.06125552600219237,0.05991951659998274,0.059687844369015905
30,val,1760784919.2630382,0.0003,0.05040239682886563,0.008351236277807879,19.482438775740924,0.4884822578107963,0.05040239697185958,0.13057461387512445,,0.0,1.0,10004,0.024634381314233216,0.01564866393168396,0.061650795771533415,0.06992178856295285,0.05073939559751013,0.051300237788935714,0.06166116677504989,0.052107384779521725,0.0607832397279647
31,train,1760785279.7776055,0.0003,0.05104080418318213,0.00758613273504206,20.075299725593577,0.5542894242328736,0.051040803971216825,0.13147247427939351,,0.09070923682010784,1.0,89984,0.027421252311104018,0.01766849719961711,0.058799843333380244,0.07443403456421602,0.05524310738641721,0.053005824842260255,0.06123972109843801,0.05991966213724754,0.059597613978160546
31,val,1760785290.3793283,0.0003,0.05050889028460443,0.007553902724617197,19.416598044314988,0.49023366283054876,0.05050888969773343,0.13179849287787707,,0.0,1.0,10004,0.02487707670552586,0.0161739955237708,0.062481418200251125,0.07014140161882222,0.0574808944644553,0.0535920398609721,0.05659178115996695,0.05651349740450462,0.053649939891918665
32,train,1760785507.985963,0.0003,0.05044428444074024,0.0075261951155355415,20.18513995587063,0.5550290257968061,0.050444284297663664,0.13111073487725738,,0.08145550668642328,1.0,89984,0.02734602258776187,0.01761716934811537,0.05875572784836185,0.07438868187689222,0.055200843087062836,0.05295020709098747,0.06118585958013744,0.05980603854288127,0.059543280456550704
32,val,1760785518.6178377,0.0003,0.051561907312122644,0.007712628422086291,20.664970431505132,0.4962429544392799,0.051561907645775194,0.13190126249262069,,0.0,1.0,10004,0.02760473497777347,0.018313594501247046,0.05818590930559569,0.07093684867694716,0.05557054622694615,0.04973307795041245,0.06239939142897844,0.062088886281234795,0.05746831933254969
33,train,1760785736.3329551,0.0003,0.05066885808972936,0.007310296116381443,20.118678729191615,0.5537100879006501,0.050668858034088465,0.13094628205891184,,0.08375051067042487,1.0,89984,0.027297442421733608,0.01754746984582999,0.058742937142738885,0.07431811291700834,0.05517880945344781,0.052914708233823216,0.06113067721514201,0.0597286973523394,0.05949390645377421
33,val,1760785746.9653192,0.0003,0.04995461992445777,0.006854060537319485,19.827393857062887,0.4874000703511549,0.049954620060004125,0.1312511238168593,,0.0,1.0,10004,0.025138466097378707,0.01744266604923607,0.05609868386656874,0.07260224542815792,0.05497712573308624,0.046631678867331286,0.06342593563493329,0.0556369287688196,0.056391080845893345
34,train,1760785964.461888,0.0003,0.05092406686220535,0.007419655754804263,20.189928695114375,0.5560191696772026,0.05092406657605219,0.13144680455984126,,0.08639562530363472,1.0,89984,0.02726228216679968,0.017501552168016587,0.05868146804394844,0.07426470628173004,0.055160788444729054,0.05286693890442003,0.061063224927561534,0.05972342365075348,0.05947851443827561
34,val,1760785975.0572813,0.0003,0.05113342824708171,0.007433986062248059,19.574639497686032,0.49136228363116424,0.05113342786576451,0.13181150219932358,,0.0,1.0,10004,0.027066910680558793,0.01432800530513278,0.056556627768764474,0.07556420371297322,0.0551188301153774,0.05206008976328144,0.05425815739612623,0.057004984115299424,0.06215940759186867
35,train,1760786192.851999,0.0003,0.05054989042738254,0.007303145122141963,20.21611593525915,0.5556999776899221,0.0505498902101181,0.1309408047799535,,0.08424435233747637,1.0,89984,0.027215629565922345,0.017450494881846062,0.05859891312533972,0.0741631789695522,0.05505916353636176,0.05281386686422894,0.06106517056674271,0.059711481334259575,0.05949142982903179
35,val,1760786203.4749784,0.0003,0.051690218045932206,0.006740652740869117,19.98271337674647,0.49792172234566484,0.051690218379584756,0.13254686014526418,,0.0,1.0,10004,0.024512613240511343,0.015963472714938413,0.05964158298189027,0.0789014450999486,0.0516810605229203,0.050897008196025696,0.05715394261353644,0.05932113044855127,0.061295717788142204
36,train,1760786421.0254862,0.0003,0.05089630912009038,0.007252155720298509,20.213251284820426,0.5565661002443322,0.0508963089611164,0.13119984573948265,,0.07890447417531125,1.0,89984,0.027153662341623905,0.017399751112194304,0.058584769112085794,0.07409588503037237,0.05501136246160667,0.05278550837376683,0.06109072418569368,0.05970124570156382,0.05944549816894718
36,val,1760786431.6783485,0.0003,0.05137518622049662,0.0063337495795387465,20.25837695851225,0.4861848278314483,0.05137518604473322,0.13158980549954738,,0.0,1.0,10004,0.022654682512356614,0.01696730577523486,0.06169117160607129,0.07187738669166104,0.06108905703164219,0.05007599668365462,0.0598111914485659,0.05836779657020524,0.05772345216701578
37,train,1760786649.2731168,0.0003,0.050731225002816696,0.007369557483694288,20.18747849009963,0.5565573039383841,0.05073122488358621,0.13106415431368912,,0.0844052493768303,1.0,89984,0.027091287679532637,0.017362510908369804,0.05852950622510902,0.07404924247820277,0.0549471296503664,0.052776372021214456,0.061063403236327675,0.059664178259249585,0.05943227972059084
37,val,1760786659.9218686,0.0003,0.05059761207838241,0.006362349854530099,20.044818825552056,0.4917939293150995,0.050597612426930165,0.13164644607635842,,0.0,1.0,10004,0.026020059217121826,0.015912327924241066,0.05732032670898156,0.07357224579707149,0.05950782191050187,0.05253371523426326,0.056076074824026,0.05511984617480536,0.05608812797627303
38,train,1760786877.4736862,0.0003,0.0504185241590099,0.007407563106181673,20.18021664680492,0.5558049089115001,0.050418523994736786,0.1306543009485493,,0.08442278400561633,1.0,89984,0.027065847158394652,0.01731616016740963,0.05850731873065254,0.07400525449999193,0.05490579620222566,0.05271939235673988,0.06102050180624054,0.05957771648412896,0.05940290649455491
38,val,1760786888.0839503,0.0003,0.05210846870756302,0.00871854827175003,20.008420713135646,0.4982390049003401,0.05210846869266782,0.1323221651960115,,0.0,1.0,10004,0.025026811453210517,0.01632900477819631,0.058874663457067475,0.07636478324146832,0.05634760110733215,0.05058240034841717,0.062110378896496864,0.0604237515514975,0.05979580272642074
39,train,1760787105.575677,0.0003,0.05113483671824929,0.0074572009819244695,20.236467201373994,0.5583389143686037,0.0511348365592753,0.13165814658444094,,0.0862264706119046,1.0,89984,0.02702430927385177,0.017284778331844466,0.05851858438892534,0.0739641124822522,0.05486578315884821,0.052690689119748405,0.060990265068693705,0.05958407772983452,0.059385873360174014
39,val,1760787116.2280447,0.0003,0.051392024058978206,0.006636738149128589,20.53744711145693,0.4934715708223928,0.051392023391673106,0.1324338281168932,,0.0,1.0,10004,0.027542953868821534,0.014289763155186245,0.056180182947880686,0.07385440010925479,0.05396871442456594,0.0533465728537899,0.06370698206101204,0.062248604676940225,0.05521635781952789
40,train,1760787333.919078,0.0003,0.050419193744171906,0.0075866245811422005,20.174337726229453,0.5564005609342079,0.050419193566650956,0.13064241411421412,,0.07558288127925793,1.0,89984,0.026985936740550727,0.017242474090112866,0.05847664607829604,0.07390133380108029,0.054849893630080096,0.05264001309354932,0.060985349043721174,0.05955881381747706,0.05933117532472945
40,val,1760787344.5318158,0.0003,0.04942995676549613,0.00758219134925117,20.15892163871146,0.49245131364921146,0.04942995647950823,0.13005939428685237,,0.0,1.0,10004,0.025279774714357914,0.0152166641714684,0.05518035990341256,0.07071510354334096,0.05267596055617493,0.052937112264390185,0.054841231312624,0.05771354244906081,0.05573863647917192
41,train,1760787706.6539233,0.0003,0.05078211557093589,0.007507754118911824,20.250985298862158,0.5575743269699905,0.050782115276834024,0.13100171689034187,,0.080128829671894,1.0,89984,0.026945396296125395,0.017206255774774713,0.05849082890526271,0.07387252551288571,0.054839910002580566,0.05260140021825929,0.06095550373429775,0.05950620125244327,0.05929653734684062
41,val,1760787717.2714503,0.0003,0.05056294160070228,0.008405664484694507,20.493311765717298,0.49394317056502596,0.05056294112777958,0.1305602245518371,,0.0,1.0,10004,0.027510826224523822,0.013871615345509637,0.06189951865882095,0.07292960602210055,0.05080197809703565,0.051289061309998114,0.05929143080315813,0.05761117186023003,0.055903854456017386
